# 'Elapsed time',' I',' II',' RESP',' SCG'
# 'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:00.960',0.12514079,0.13946982,-0.36774113,-0.03045518
'0:00.960',0.12330223,0.13886066,-0.36774113,-0.03045518
'0:00.960',0.12178986,0.13794692,-0.36803417,0.00000000
'0:00.961',0.11995130,0.13703318,-0.36835163,0.03045518
'0:00.961',0.11840928,0.13611944,-0.36864467,0.03045518
'0:00.961',0.11660038,0.13551028,-0.36864467,0.06091036
'0:00.961',0.11476181,0.13458270,-0.36896213,0.06091036
'0:00.961',0.11321980,0.13366896,-0.36925517,0.09136553
'0:00.962',0.11141089,0.13305980,-0.36925517,0.09136553
'0:00.962',0.10957233,0.13214606,-0.36957263,0.09136553
'0:00.962',0.10773377,0.13123232,-0.36986567,0.12222678
'0:00.962',0.10622140,0.13031859,-0.36986567,0.12222678
'0:00.962',0.10438284,0.12940485,-0.37018313,0.12222678
'0:00.963',0.10254428,0.12879569,-0.37047617,0.12222678
'0:00.963',0.10070572,0.12786810,-0.37047617,0.12222678
'0:00.963',0.09919335,0.12695436,-0.37079363,0.12222678
'0:00.963',0.09735479,0.12604062,-0.37108667,0.12222678
'0:00.963',0.09554588,0.12512689,-0.37108667,0.12222678
'0:00.964',0.09400386,0.12421315,-0.37140413,0.12222678
'0:00.964',0.09216530,0.12329941,-0.37169717,0.09136553
'0:00.964',0.09035640,0.12238567,-0.37169717,0.09136553
'0:00.964',0.08881438,0.12177651,-0.37201463,0.09136553
'0:00.964',0.08697581,0.12084892,-0.37230767,0.06091036
'0:00.965',0.08546345,0.11963061,-0.37230767,0.06091036
'0:00.965',0.08392143,0.11871687,-0.37262513,0.06091036
'0:00.965',0.08211252,0.11780313,-0.37291817,0.06091036
'0:00.965',0.08057050,0.11688939,-0.37291817,0.03045518
'0:00.965',0.07905814,0.11597565,-0.37323563,0.03045518
'0:00.966',0.07721958,0.11506191,-0.37352867,0.03045518
'0:00.966',0.07570721,0.11414817,-0.37352867,0.03045518
'0:00.966',0.07416519,0.11291601,-0.37384613,0.03045518
'0:00.966',0.07265283,0.11200227,-0.37384613,0.03045518
'0:00.966',0.07111081,0.11108853,-0.37413917,0.03045518
'0:00.967',0.06959844,0.11017479,-0.37445664,0.03045518
'0:00.967',0.06805643,0.10895647,-0.37445664,0.03045518
'0:00.967',0.06654406,0.10804273,-0.37474968,0.06091036
'0:00.967',0.06532824,0.10681057,-0.37506714,0.06091036
'0:00.967',0.06378622,0.10589683,-0.37506714,0.06091036
'0:00.968',0.06227385,0.10467851,-0.37536018,0.06091036
'0:00.968',0.06105803,0.10376477,-0.37536018,0.06091036
'0:00.968',0.05951601,0.10254645,-0.37567764,0.06091036
'0:00.968',0.05800365,0.10163271,-0.37597068,0.06091036
'0:00.968',0.05678782,0.10041439,-0.37597068,0.06091036
'0:00.969',0.05554235,0.09948681,-0.37628814,0.09136553
'0:00.969',0.05402998,0.09826849,-0.37628814,0.09136553
'0:00.969',0.05281416,0.09735475,-0.37658118,0.09136553
'0:00.969',0.05159834,0.09613643,-0.37689864,0.09136553
'0:00.969',0.05005632,0.09522269,-0.37689864,0.09136553
'0:00.970',0.04884049,0.09400438,-0.37719168,0.09136553
'0:00.970',0.04762467,0.09309064,-0.37719168,0.09136553
'0:00.970',0.04640885,0.09185847,-0.37750914,0.09136553
'0:00.970',0.04516337,0.09094473,-0.37780218,0.09136553
'0:00.970',0.04394755,0.08972642,-0.37780218,0.09136553
'0:00.971',0.04243518,0.08881268,-0.37811964,0.12222678
'0:00.971',0.04121936,0.08759436,-0.37811964,0.12222678
'0:00.971',0.04000354,0.08668062,-0.37841268,0.15268196
'0:00.971',0.03875806,0.08544845,-0.37841268,0.15268196
'0:00.971',0.03754224,0.08453472,-0.37873014,0.18313714
'0:00.972',0.03632641,0.08331640,-0.37902318,0.21359232
'0:00.972',0.03540713,0.08209808,-0.37902318,0.21359232
'0:00.972',0.03419131,0.08118434,-0.37934064,0.24404749
'0:00.972',0.03297549,0.07996602,-0.37934064,0.24404749
'0:00.972',0.03175967,0.07874770,-0.37963368,0.27450267
'0:00.973',0.03054384,0.07782012,-0.37963368,0.27450267
'0:00.973',0.02929837,0.07660180,-0.37995114,0.30536392
'0:00.973',0.02808254,0.07538348,-0.37995114,0.30536392
'0:00.973',0.02686672,0.07416516,-0.38024418,0.33581910
'0:00.973',0.02565090,0.07325142,-0.38056164,0.33581910
'0:00.974',0.02443507,0.07203310,-0.38056164,0.33581910
'0:00.974',0.02351579,0.07080094,-0.38085468,0.36627428
'0:00.974',0.02229997,0.06988720,-0.38085468,0.36627428
'0:00.974',0.02105449,0.06866888,-0.38117214,0.36627428
'0:00.974',0.01983867,0.06745056,-0.38117214,0.36627428
'0:00.975',0.01891939,0.06653682,-0.38146518,0.33581910
'0:00.975',0.01770357,0.06531850,-0.38146518,0.33581910
'0:00.975',0.01678429,0.06408634,-0.38178264,0.30536392
'0:00.975',0.01556846,0.06317260,-0.38178264,0.30536392
'0:00.975',0.01464918,0.06195428,-0.38207568,0.27450267
'0:00.976',0.01343336,0.06104054,-0.38207568,0.24404749
'0:00.976',0.01251408,0.06012680,-0.38239314,0.21359232
'0:00.976',0.01159480,0.05890849,-0.38239314,0.21359232
'0:00.976',0.01070517,0.05799475,-0.38268618,0.18313714
'0:00.976',0.00978589,0.05676258,-0.38268618,0.18313714
'0:00.977',0.00857007,0.05584884,-0.38300364,0.15268196
'0:00.977',0.00765079,0.05493511,-0.38300364,0.15268196
'0:00.977',0.00673151,0.05402137,-0.38329668,0.15268196
'0:00.977',0.00610877,0.05310763,-0.38329668,0.15268196
'0:00.977',0.00518949,0.05188931,-0.38361414,0.12222678
'0:00.978',0.00427021,0.05097557,-0.38361414,0.12222678
'0:00.978',0.00338058,0.05004799,-0.38390718,0.09136553
'0:00.978',0.00246130,0.04913425,-0.38390718,0.09136553
'0:00.978',0.00154202,0.04822051,-0.38422464,0.06091036
'0:00.978',0.00062274,0.04730677,-0.38422464,0.06091036
'0:00.979',-0.00029654,0.04639303,-0.38451768,0.06091036
'0:00.979',-0.00121582,0.04547929,-0.38451768,0.03045518
'0:00.979',-0.00213510,0.04456555,-0.38483515,0.03045518
'0:00.979',-0.00305438,0.04334723,-0.38483515,0.03045518
'0:00.979',-0.00364747,0.04241965,-0.38512819,0.03045518
'0:00.980',-0.00456675,0.04150591,-0.38512819,0.03045518
'0:00.980',-0.00548603,0.04059217,-0.38544565,0.03045518
'0:00.980',-0.00640531,0.03967843,-0.38544565,0.03045518
'0:00.980',-0.00762113,0.03876469,-0.38573869,0.06091036
'0:00.980',-0.00854041,0.03785095,-0.38573869,0.06091036
'0:00.981',-0.00945969,0.03693721,-0.38605615,0.09136553
'0:00.981',-0.01037898,0.03632805,-0.38605615,0.12222678
'0:00.981',-0.01126860,0.03540047,-0.38634919,0.15268196
'0:00.981',-0.01218788,0.03448673,-0.38634919,0.15268196
'0:00.981',-0.01340371,0.03357299,-0.38634919,0.18313714
'0:00.982',-0.01432299,0.03265925,-0.38666665,0.21359232
'0:00.982',-0.01524227,0.03174551,-0.38666665,0.24404749
'0:00.982',-0.01645809,0.03083177,-0.38695969,0.24404749
'0:00.982',-0.01737737,0.02991803,-0.38695969,0.27450267
'0:00.982',-0.01829665,0.02899045,-0.38727715,0.30536392
'0:00.983',-0.01921593,0.02807671,-0.38727715,0.30536392
'0:00.983',-0.02043175,0.02716297,-0.38757019,0.33581910
'0:00.983',-0.02135104,0.02624923,-0.38757019,0.33581910
'0:00.983',-0.02227032,0.02564007,-0.38788765,0.36627428
'0:00.983',-0.02318960,0.02472634,-0.38788765,0.36627428
'0:00.984',-0.02440542,0.02381260,-0.38788765,0.39672945
'0:00.984',-0.02532470,0.02289886,-0.38818069,0.39672945
'0:00.984',-0.02624398,0.02197127,-0.38818069,0.39672945
'0:00.984',-0.02716326,0.02105753,-0.38849815,0.39672945
'0:00.984',-0.02805289,0.02014379,-0.38849815,0.36627428
'0:00.985',-0.02897217,0.01953464,-0.38879119,0.36627428
'0:00.985',-0.03018799,0.01862090,-0.38879119,0.36627428
'0:00.985',-0.03110727,0.01770716,-0.38879119,0.36627428
'0:00.985',-0.03202655,0.01679342,-0.38910865,0.36627428
'0:00.985',-0.03294583,0.01618426,-0.38910865,0.36627428
'0:00.986',-0.03386511,0.01527052,-0.38940169,0.36627428
'0:00.986',-0.03478440,0.01434294,-0.38940169,0.36627428
'0:00.986',-0.03570368,0.01373378,-0.38971915,0.36627428
'0:00.986',-0.03691950,0.01282004,-0.38971915,0.36627428
'0:00.986',-0.03783878,0.01190630,-0.38971915,0.36627428
'0:00.987',-0.03875806,0.01129714,-0.39001219,0.36627428
'0:00.987',-0.03964769,0.01038340,-0.39001219,0.36627428
'0:00.987',-0.04089316,0.00946966,-0.39032965,0.36627428
'0:00.987',-0.04181244,0.00886050,-0.39032965,0.36627428
'0:00.987',-0.04270207,0.00794676,-0.39032965,0.36627428
'0:00.988',-0.04394755,0.00701918,-0.39062269,0.36627428
'0:00.988',-0.04483717,0.00641002,-0.39062269,0.33581910
'0:00.988',-0.04575645,0.00549628,-0.39094015,0.33581910
'0:00.988',-0.04697228,0.00458254,-0.39094015,0.33581910
'0:00.988',-0.04789156,0.00397338,-0.39094015,0.33581910
'0:00.989',-0.04910738,0.00305964,-0.39123319,0.33581910
'0:00.989',-0.05002666,0.00214590,-0.39123319,0.33581910
'0:00.989',-0.05094594,0.00153674,-0.39155065,0.33581910
'0:00.989',-0.05216177,0.00060916,-0.39155065,0.30536392
'0:00.989',-0.05308105,-0.00030458,-0.39155065,0.30536392
'0:00.990',-0.05400033,-0.00091374,-0.39184369,0.30536392
'0:00.990',-0.05491961,-0.00182748,-0.39184369,0.27450267
'0:00.990',-0.05613543,-0.00243664,-0.39216115,0.27450267
'0:00.990',-0.05705471,-0.00335038,-0.39216115,0.27450267
'0:00.990',-0.05797399,-0.00395954,-0.39216115,0.27450267
'0:00.991',-0.05889327,-0.00487328,-0.39245419,0.27450267
'0:00.991',-0.05981255,-0.00548243,-0.39245419,0.27450267
'0:00.991',-0.06073183,-0.00641002,-0.39277165,0.27450267
'0:00.991',-0.06162146,-0.00701918,-0.39277165,0.27450267
'0:00.991',-0.06254074,-0.00762834,-0.39277165,0.27450267
'0:00.992',-0.06346002,-0.00854208,-0.39306469,0.30536392
'0:00.992',-0.06408276,-0.00915124,-0.39306469,0.30536392
'0:00.992',-0.06500204,-0.00976040,-0.39306469,0.33581910
'0:00.992',-0.06592132,-0.01067413,-0.39338215,0.33581910
'0:00.992',-0.06651441,-0.01128329,-0.39338215,0.36627428
'0:00.993',-0.06743369,-0.01189245,-0.39367519,0.36627428
'0:00.993',-0.06805643,-0.01250161,-0.39367519,0.36627428
'0:00.993',-0.06894605,-0.01311077,-0.39367519,0.39672945
'0:00.993',-0.06956879,-0.01403836,-0.39399265,0.39672945
'0:00.993',-0.07019153,-0.01464752,-0.39399265,0.39672945
'0:00.994',-0.07108116,-0.01525667,-0.39399265,0.39672945
'0:00.994',-0.07170389,-0.01586583,-0.39428569,0.39672945
'0:00.994',-0.07232663,-0.01647499,-0.39428569,0.42718463
'0:00.994',-0.07291972,-0.01708415,-0.39428569,0.42718463
'0:00.994',-0.07354246,-0.01769331,-0.39460315,0.45763981
'0:00.995',-0.07413554,-0.01830247,-0.39460315,0.45763981
'0:00.995',-0.07475828,-0.01891163,-0.39489619,0.48809499
'0:00.995',-0.07538102,-0.01952079,-0.39489619,0.48809499
'0:00.995',-0.07597410,-0.02012995,-0.39489619,0.51895624
'0:00.995',-0.07659684,-0.02075295,-0.39521365,0.54941142
'0:00.996',-0.07689338,-0.02136211,-0.39521365,0.54941142
'0:00.996',-0.07751612,-0.02197127,-0.39521365,0.54941142
'0:00.996',-0.07781266,-0.02258043,-0.39550670,0.57986659
'0:00.996',-0.07840575,-0.02318959,-0.39550670,0.57986659
'0:00.996',-0.07873194,-0.02379875,-0.39550670,0.57986659
'0:00.997',-0.07902848,-0.02440791,-0.39582416,0.57986659
'0:00.997',-0.07932503,-0.02501707,-0.39582416,0.57986659
'0:00.997',-0.07994777,-0.02562623,-0.39582416,0.57986659
'0:00.997',-0.08024431,-0.02623539,-0.39611720,0.61032177
'0:00.997',-0.08054085,-0.02684455,-0.39611720,0.61032177
'0:00.998',-0.08086705,-0.02745371,-0.39611720,0.61032177
'0:00.998',-0.08086705,-0.02777213,-0.39643466,0.61032177
'0:00.998',-0.08116359,-0.02838129,-0.39643466,0.61032177
'0:00.998',-0.08146013,-0.02899045,-0.39643466,0.61032177
'0:00.998',-0.08178633,-0.02929503,-0.39672770,0.57986659
'0:00.999',-0.08178633,-0.02990419,-0.39672770,0.57986659
'0:00.999',-0.08208287,-0.03051335,-0.39672770,0.57986659
'0:00.999',-0.08208287,-0.03081793,-0.39704516,0.57986659
'0:00.999',-0.08237941,-0.03142709,-0.39704516,0.57986659
'0:00.999',-0.08237941,-0.03173167,-0.39704516,0.57986659
'0:01.000',-0.08237941,-0.03234083,-0.39733820,0.57986659
'0:01.000',-0.08270561,-0.03264541,-0.39733820,0.57986659
'0:01.000',-0.08270561,-0.03325457,-0.39733820,0.57986659
'0:01.000',-0.08270561,-0.03355915,-0.39765566,0.57986659
'0:01.000',-0.08270561,-0.03386373,-0.39765566,0.61032177
'0:01.001',-0.08270561,-0.03447289,-0.39765566,0.61032177
'0:01.001',-0.08270561,-0.03479131,-0.39794870,0.61032177
'0:01.001',-0.08270561,-0.03509589,-0.39794870,0.61032177
'0:01.001',-0.08270561,-0.03570505,-0.39794870,0.57986659
'0:01.001',-0.08237941,-0.03600963,-0.39826616,0.57986659
'0:01.002',-0.08237941,-0.03631421,-0.39826616,0.57986659
'0:01.002',-0.08237941,-0.03692337,-0.39826616,0.57986659
'0:01.002',-0.08237941,-0.03722795,-0.39855920,0.57986659
'0:01.002',-0.08208287,-0.03753253,-0.39855920,0.57986659
'0:01.002',-0.08208287,-0.03783711,-0.39855920,0.57986659
'0:01.003',-0.08208287,-0.03844627,-0.39887666,0.57986659
'0:01.003',-0.08208287,-0.03875085,-0.39887666,0.57986659
'0:01.003',-0.08178633,-0.03905543,-0.39887666,0.57986659
'0:01.003',-0.08178633,-0.03966459,-0.39916970,0.57986659
'0:01.003',-0.08178633,-0.03996917,-0.39916970,0.57986659
'0:01.004',-0.08146013,-0.04027375,-0.39916970,0.61032177
'0:01.004',-0.08146013,-0.04057832,-0.39948716,0.61032177
'0:01.004',-0.08146013,-0.04118748,-0.39948716,0.61032177
'0:01.004',-0.08146013,-0.04149206,-0.39948716,0.61032177
'0:01.004',-0.08146013,-0.04179664,-0.39978020,0.61032177
'0:01.005',-0.08146013,-0.04211507,-0.39978020,0.61032177
'0:01.005',-0.08146013,-0.04272423,-0.39978020,0.64077695
'0:01.005',-0.08146013,-0.04302881,-0.40009766,0.64077695
'0:01.005',-0.08146013,-0.04333339,-0.40009766,0.67123213
'0:01.005',-0.08178633,-0.04363797,-0.40009766,0.67123213
'0:01.006',-0.08178633,-0.04424713,-0.40039070,0.70209338
'0:01.006',-0.08178633,-0.04455171,-0.40039070,0.70209338
'0:01.006',-0.08208287,-0.04485629,-0.40039070,0.73254855
'0:01.006',-0.08208287,-0.04516087,-0.40070816,0.73254855
'0:01.006',-0.08237941,-0.04577002,-0.40070816,0.76300373
'0:01.007',-0.08237941,-0.04607460,-0.40070816,0.76300373
'0:01.007',-0.08270561,-0.04637918,-0.40100120,0.79345891
'0:01.007',-0.08300215,-0.04668376,-0.40100120,0.79345891
'0:01.007',-0.08300215,-0.04729292,-0.40100120,0.79345891
'0:01.007',-0.08329869,-0.04759750,-0.40131866,0.79345891
'0:01.008',-0.08359523,-0.04790208,-0.40131866,0.82391409
'0:01.008',-0.08392143,-0.04820666,-0.40131866,0.82391409
'0:01.008',-0.08421797,-0.04851124,-0.40131866,0.82391409
'0:01.008',-0.08451451,-0.04913425,-0.40161170,0.82391409
'0:01.008',-0.08484071,-0.04943883,-0.40161170,0.82391409
'0:01.009',-0.08513725,-0.04974341,-0.40161170,0.82391409
'0:01.009',-0.08543380,-0.05004799,-0.40192916,0.85436927
'0:01.009',-0.08543380,-0.05035256,-0.40192916,0.85436927
'0:01.009',-0.08573034,-0.05096172,-0.40192916,0.85436927
'0:01.009',-0.08605653,-0.05126630,-0.40222220,0.88482444
'0:01.010',-0.08664962,-0.05157088,-0.40222220,0.88482444
'0:01.010',-0.08697581,-0.05187546,-0.40222220,0.88482444
'0:01.010',-0.08727236,-0.05218004,-0.40253966,0.91568569
'0:01.010',-0.08756890,-0.05248462,-0.40253966,0.91568569
'0:01.010',-0.08786544,-0.05278920,-0.40253966,0.91568569
'0:01.011',-0.08819164,-0.05309378,-0.40283270,0.91568569
'0:01.011',-0.08848818,-0.05339836,-0.40283270,0.94614087
'0:01.011',-0.08911092,-0.05400752,-0.40283270,0.94614087
'0:01.011',-0.08940746,-0.05431210,-0.40315016,0.94614087
'0:01.011',-0.08970400,-0.05461668,-0.40315016,0.94614087
'0:01.012',-0.09032674,-0.05492126,-0.40315016,0.94614087
'0:01.012',-0.09062328,-0.05522584,-0.40315016,0.97659605
'0:01.012',-0.09124602,-0.05553042,-0.40344320,0.97659605
'0:01.012',-0.09183911,-0.05583500,-0.40344320,0.97659605
'0:01.012',-0.09246184,-0.05615342,-0.40344320,0.97659605
'0:01.013',-0.09275839,-0.05645800,-0.40376066,1.00705123
'0:01.013',-0.09338113,-0.05676258,-0.40376066,1.00705123
'0:01.013',-0.09430041,-0.05706716,-0.40376066,1.00705123
'0:01.013',-0.09489349,-0.05737174,-0.40405370,1.03750640
'0:01.013',-0.09551623,-0.05767632,-0.40405370,1.03750640
'0:01.014',-0.09610931,-0.05767632,-0.40405370,1.03750640
'0:01.014',-0.09702859,-0.05798090,-0.40437116,1.03750640
'0:01.014',-0.09765133,-0.05828548,-0.40437116,1.03750640
'0:01.014',-0.09857061,-0.05859006,-0.40437116,1.03750640
'0:01.014',-0.09948989,-0.05859006,-0.40466420,1.03750640
'0:01.015',-0.10008298,-0.05889464,-0.40466420,1.03750640
'0:01.015',-0.10100226,-0.05919922,-0.40466420,1.00705123
'0:01.015',-0.10192154,-0.05919922,-0.40498166,1.00705123
'0:01.015',-0.10284082,-0.05950380,-0.40498166,1.00705123
'0:01.015',-0.10376010,-0.05950380,-0.40498166,0.97659605
'0:01.016',-0.10464973,-0.05980838,-0.40498166,0.97659605
'0:01.016',-0.10556901,-0.05980838,-0.40527470,0.94614087
'0:01.016',-0.10648829,-0.06011296,-0.40527470,0.94614087
'0:01.016',-0.10740757,-0.06011296,-0.40527470,0.94614087
'0:01.016',-0.10832685,-0.06041754,-0.40559216,0.94614087
'0:01.017',-0.10954267,-0.06041754,-0.40559216,0.91568569
'0:01.017',-0.11046195,-0.06072212,-0.40559216,0.91568569
'0:01.017',-0.11138123,-0.06072212,-0.40588521,0.91568569
'0:01.017',-0.11230052,-0.06102670,-0.40588521,0.91568569
'0:01.017',-0.11321980,-0.06102670,-0.40588521,0.91568569
'0:01.018',-0.11443562,-0.06102670,-0.40617825,0.88482444
'0:01.018',-0.11535490,-0.06133128,-0.40617825,0.85436927
'0:01.018',-0.11627418,-0.06133128,-0.40617825,0.85436927
'0:01.018',-0.11716381,-0.06133128,-0.40649571,0.82391409
'0:01.018',-0.11808309,-0.06163586,-0.40649571,0.82391409
'0:01.019',-0.11900237,-0.06163586,-0.40649571,0.79345891
'0:01.019',-0.11992165,-0.06163586,-0.40678875,0.79345891
'0:01.019',-0.12113747,-0.06194044,-0.40678875,0.76300373
'0:01.019',-0.12205675,-0.06194044,-0.40678875,0.76300373
'0:01.019',-0.12297603,-0.06194044,-0.40710621,0.76300373
'0:01.020',-0.12359877,-0.06194044,-0.40710621,0.73254855
'0:01.020',-0.12448840,-0.06194044,-0.40710621,0.73254855
'0:01.020',-0.12540768,-0.06224502,-0.40710621,0.73254855
'0:01.020',-0.12632696,-0.06224502,-0.40739925,0.70209338
'0:01.020',-0.12724624,-0.06224502,-0.40739925,0.70209338
'0:01.021',-0.12786898,-0.06224502,-0.40739925,0.67123213
'0:01.021',-0.12875860,-0.06224502,-0.40771671,0.67123213
'0:01.021',-0.12938134,-0.06224502,-0.40771671,0.67123213
'0:01.021',-0.13030062,-0.06254960,-0.40771671,0.64077695
'0:01.021',-0.13092336,-0.06254960,-0.40800975,0.64077695
'0:01.022',-0.13151645,-0.06254960,-0.40800975,0.64077695
'0:01.022',-0.13213919,-0.06254960,-0.40800975,0.64077695
'0:01.022',-0.13273227,-0.06254960,-0.40832721,0.64077695
'0:01.022',-0.13305847,-0.06254960,-0.40832721,0.61032177
'0:01.022',-0.13365155,-0.06254960,-0.40832721,0.61032177
'0:01.023',-0.13394809,-0.06254960,-0.40862025,0.61032177
'0:01.023',-0.13427429,-0.06254960,-0.40862025,0.57986659
'0:01.023',-0.13457083,-0.06254960,-0.40862025,0.57986659
'0:01.023',-0.13486737,-0.06254960,-0.40893771,0.54941142
'0:01.023',-0.13486737,-0.06254960,-0.40893771,0.54941142
'0:01.024',-0.13519357,-0.06254960,-0.40893771,0.51895624
'0:01.024',-0.13519357,-0.06254960,-0.40923075,0.51895624
'0:01.024',-0.13519357,-0.06285418,-0.40923075,0.48809499
'0:01.024',-0.13486737,-0.06285418,-0.40923075,0.48809499
'0:01.024',-0.13486737,-0.06285418,-0.40954821,0.45763981
'0:01.025',-0.13457083,-0.06285418,-0.40954821,0.45763981
'0:01.025',-0.13457083,-0.06285418,-0.40954821,0.42718463
'0:01.025',-0.13427429,-0.06285418,-0.40984125,0.39672945
'0:01.025',-0.13394809,-0.06317260,-0.40984125,0.39672945
'0:01.025',-0.13335501,-0.06317260,-0.40984125,0.36627428
'0:01.026',-0.13305847,-0.06317260,-0.41015871,0.33581910
'0:01.026',-0.13273227,-0.06317260,-0.41015871,0.30536392
'0:01.026',-0.13213919,-0.06317260,-0.41015871,0.27450267
'0:01.026',-0.13151645,-0.06347718,-0.41045175,0.27450267
'0:01.026',-0.13092336,-0.06347718,-0.41045175,0.24404749
'0:01.027',-0.13059717,-0.06347718,-0.41045175,0.24404749
'0:01.027',-0.13000408,-0.06378176,-0.41076921,0.21359232
'0:01.027',-0.12938134,-0.06378176,-0.41076921,0.18313714
'0:01.027',-0.12846206,-0.06378176,-0.41076921,0.18313714
'0:01.027',-0.12786898,-0.06408634,-0.41106225,0.15268196
'0:01.028',-0.12724624,-0.06408634,-0.41106225,0.12222678
'0:01.028',-0.12662350,-0.06439092,-0.41106225,0.12222678
'0:01.028',-0.12573387,-0.06439092,-0.41137971,0.09136553
'0:01.028',-0.12511114,-0.06439092,-0.41137971,0.06091036
'0:01.028',-0.12448840,-0.06469550,-0.41137971,0.03045518
'0:01.029',-0.12389531,-0.06469550,-0.41167275,0.00000000
'0:01.029',-0.12297603,-0.06500008,-0.41167275,-0.03045518
'0:01.029',-0.12235329,-0.06500008,-0.41167275,-0.03045518
'0:01.029',-0.12176021,-0.06500008,-0.41199021,-0.06091036
'0:01.029',-0.12113747,-0.06530466,-0.41199021,-0.09136553
'0:01.030',-0.12054439,-0.06530466,-0.41199021,-0.12222678
'0:01.030',-0.11962511,-0.06560924,-0.41228325,-0.12222678
'0:01.030',-0.11900237,-0.06560924,-0.41228325,-0.15268196
'0:01.030',-0.11840928,-0.06591382,-0.41228325,-0.15268196
'0:01.030',-0.11778654,-0.06591382,-0.41260071,-0.18313714
'0:01.031',-0.11716381,-0.06591382,-0.41260071,-0.18313714
'0:01.031',-0.11657072,-0.06621840,-0.41289375,-0.21359232
'0:01.031',-0.11594798,-0.06621840,-0.41289375,-0.21359232
'0:01.031',-0.11535490,-0.06621840,-0.41289375,-0.24404749
'0:01.031',-0.11473216,-0.06652298,-0.41321121,-0.27450267
'0:01.032',-0.11413908,-0.06652298,-0.41321121,-0.27450267
'0:01.032',-0.11351634,-0.06682756,-0.41321121,-0.30536392
'0:01.032',-0.11289360,-0.06682756,-0.41350425,-0.33581910
'0:01.032',-0.11230052,-0.06682756,-0.41350425,-0.36627428
'0:01.032',-0.11167778,-0.06713214,-0.41350425,-0.36627428
'0:01.033',-0.11108469,-0.06713214,-0.41382171,-0.39672945
'0:01.033',-0.11046195,-0.06713214,-0.41382171,-0.42718463
